run_accession,sample_accession,experiment_accession,study_accession,geo_series_id,geo_title,study_title,experiment_title,sample_title,organism_name,geo_organism,organism_taxid,library_strategy,library_source,library_selection,library_layout,geo_platform,instrument,instrument_model,bioproject,biosample,total_spots,total_size,run_total_spots,run_total_bases,geo_submission_date,geo_last_update_date,experiment_desc,geo_summary,instrument_model_desc,library_name,file_name,file_type,file_format,file_size_bytes,file_size_mb,file_download_url,file_s3_location,file_md5
SRR21492355,SRS15047711,SRX17495764,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566451: VS26; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732320,41744071,3423771659,41744071,8432302342,"Sep 08, 2022","Feb 27, 2025",GSM6566451: VS26; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566451,S26_cleanup_S16_L002_R1_001.fastq.gz,,,2450339432,2336.83,,,597192f0c9954371179bff4ac7938804
SRR21492356,SRS15047710,SRX17495763,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566450: VS25; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732321,49124200,3982204713,49124200,9923088400,"Sep 08, 2022","Feb 27, 2025",GSM6566450: VS25; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566450,S25_S13_L002_R1_001.fastq.gz,,,2872008098,2738.96,,,202cd902b4bccee734ec03fa85e06cfd
SRR21492356,SRS15047710,SRX17495763,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566450: VS25; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732321,49124200,3982204713,49124200,9923088400,"Sep 08, 2022","Feb 27, 2025",GSM6566450: VS25; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566450,S25_S13_L002_R2_001.fastq.gz,,,3260463370,3109.42,,,1b46095293c81d38af5947369a0e6a09
SRR21492356,SRS15047710,SRX17495763,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566450: VS25; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732321,49124200,3982204713,49124200,9923088400,"Sep 08, 2022","Feb 27, 2025",GSM6566450: VS25; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566450,SRR21492356,,,3982207229,3797.73,,,4844e6e34f0e25fa43ed99d94d15fdc4
SRR21492356,SRS15047710,SRX17495763,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566450: VS25; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732321,49124200,3982204713,49124200,9923088400,"Sep 08, 2022","Feb 27, 2025",GSM6566450: VS25; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566450,SRR21492356.lite,,,2532016149,2414.72,,,e2294ba10c78ad39e52e50e4ad26ac66
SRR21492357,SRS15047709,SRX17495762,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566449: VS24; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732322,43162062,3667069936,43162062,8718736524,"Sep 08, 2022","Feb 27, 2025",GSM6566449: VS24; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566449,S24_S3_L001_R1_001.fastq.gz,,,2560258298,2441.65,,,31669992b4b2b77edde2738f9f195929
SRR21492357,SRS15047709,SRX17495762,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566449: VS24; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732322,43162062,3667069936,43162062,8718736524,"Sep 08, 2022","Feb 27, 2025",GSM6566449: VS24; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566449,S24_S3_L001_R2_001.fastq.gz,,,3063845737,2921.91,,,4bda5d2e233e8c9cb727e9c298cf1bcb
SRR21492357,SRS15047709,SRX17495762,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566449: VS24; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732322,43162062,3667069936,43162062,8718736524,"Sep 08, 2022","Feb 27, 2025",GSM6566449: VS24; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566449,SRR21492357,,,3667072452,3497.19,,,787d4785e297eb7fe88c6c7c73ea9665
SRR21492357,SRS15047709,SRX17495762,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566449: VS24; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732322,43162062,3667069936,43162062,8718736524,"Sep 08, 2022","Feb 27, 2025",GSM6566449: VS24; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566449,SRR21492357.lite,,,2233004980,2129.56,,,6c91d4c96bf96b5165e84d30da14acf8
SRR21492358,SRS15047708,SRX17495761,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566448: VS23; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732323,33521964,2788774600,33521964,6771436728,"Sep 08, 2022","Feb 27, 2025",GSM6566448: VS23; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566448,S23_S20_L003_R1_001.fastq.gz,,,1992101666,1899.82,,,0c14a22bd288d298a215db28b0d587a2
SRR21492358,SRS15047708,SRX17495761,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566448: VS23; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732323,33521964,2788774600,33521964,6771436728,"Sep 08, 2022","Feb 27, 2025",GSM6566448: VS23; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566448,S23_S20_L003_R2_001.fastq.gz,,,2304408918,2197.66,,,3d79ae866a50e2fc83b10c3f66c3c368
SRR21492358,SRS15047708,SRX17495761,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566448: VS23; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732323,33521964,2788774600,33521964,6771436728,"Sep 08, 2022","Feb 27, 2025",GSM6566448: VS23; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566448,SRR21492358,,,2788777114,2659.59,,,62572981e47ff7f92e8d96da60c050ef
SRR21492358,SRS15047708,SRX17495761,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566448: VS23; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732323,33521964,2788774600,33521964,6771436728,"Sep 08, 2022","Feb 27, 2025",GSM6566448: VS23; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566448,SRR21492358.lite,,,1734756850,1654.39,,,21afbc9ffae0732ec29bb2b889d297b2
SRR21492359,SRS15047707,SRX17495760,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566446: VS21; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732324,35560426,2909541850,35560426,7183206052,"Sep 08, 2022","Feb 27, 2025",GSM6566446: VS21; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566446,S21_S21_L003_R1_001.fastq.gz,,,2088165318,1991.43,,,ea960d74d45c3957ecff17e64a391b37
SRR21492359,SRS15047707,SRX17495760,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566446: VS21; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732324,35560426,2909541850,35560426,7183206052,"Sep 08, 2022","Feb 27, 2025",GSM6566446: VS21; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566446,S21_S21_L003_R2_001.fastq.gz,,,2405024919,2293.61,,,afe3138bce2c868668f8424495a864c6
SRR21492359,SRS15047707,SRX17495760,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566446: VS21; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732324,35560426,2909541850,35560426,7183206052,"Sep 08, 2022","Feb 27, 2025",GSM6566446: VS21; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566446,SRR21492359,,,2909544363,2774.76,,,fe860d763fb1f6055b48192bc0d67545
SRR21492359,SRS15047707,SRX17495760,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566446: VS21; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732324,35560426,2909541850,35560426,7183206052,"Sep 08, 2022","Feb 27, 2025",GSM6566446: VS21; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566446,SRR21492359.lite,,,1839153735,1753.95,,,b99b5c99cd1379368ff754b3b72e0d31
SRR21492360,SRS15047706,SRX17495759,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566445: VS20; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732325,47193837,3861061038,47193837,9533155074,"Sep 08, 2022","Feb 27, 2025",GSM6566445: VS20; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566445,S20_S7_L001_R1_001.fastq.gz,,,2756373358,2628.68,,,4f6fc14a862d81776b4c23994db01e8d
SRR21492360,SRS15047706,SRX17495759,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566445: VS20; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732325,47193837,3861061038,47193837,9533155074,"Sep 08, 2022","Feb 27, 2025",GSM6566445: VS20; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566445,S20_S7_L001_R2_001.fastq.gz,,,3183876956,3036.38,,,33a8ef183640e8a8384b2d4c4ebfce71
SRR21492360,SRS15047706,SRX17495759,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566445: VS20; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732325,47193837,3861061038,47193837,9533155074,"Sep 08, 2022","Feb 27, 2025",GSM6566445: VS20; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566445,SRR21492360,,,3861063554,3682.2,,,0ba782ddd6c8cdeb4c162ef83ab984de
SRR21492360,SRS15047706,SRX17495759,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566445: VS20; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732325,47193837,3861061038,47193837,9533155074,"Sep 08, 2022","Feb 27, 2025",GSM6566445: VS20; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566445,SRR21492360.lite,,,2436444722,2323.57,,,535d0fed969ac131b9fb3ad38266a310
SRR21492361,SRS15047705,SRX17495758,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566444: VS1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732326,41592915,3414959779,41592915,8401768830,"Sep 08, 2022","Feb 27, 2025",GSM6566444: VS1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566444,S1_cleanup_S24_L003_R1_001.fastq.gz,,,2436451473,2323.58,,,32fb4bbfb41285be39b18e1a187d16e1
SRR21492361,SRS15047705,SRX17495758,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566444: VS1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732326,41592915,3414959779,41592915,8401768830,"Sep 08, 2022","Feb 27, 2025",GSM6566444: VS1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566444,S1_cleanup_S24_L003_R2_001.fastq.gz,,,2835264085,2703.92,,,6dc9d69bc21bfa4acfbb1266a766a47d
SRR21492361,SRS15047705,SRX17495758,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566444: VS1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732326,41592915,3414959779,41592915,8401768830,"Sep 08, 2022","Feb 27, 2025",GSM6566444: VS1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566444,SRR21492361,,,3414962296,3256.76,,,a043595699e5533aec45ec9d63d1b908
SRR21492361,SRS15047705,SRX17495758,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566444: VS1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732326,41592915,3414959779,41592915,8401768830,"Sep 08, 2022","Feb 27, 2025",GSM6566444: VS1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566444,SRR21492361.lite,,,2149563480,2049.98,,,84465b09e49aad3d011a728945772017
SRR21492362,SRS15047704,SRX17495757,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566443: VS19; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732327,47594017,4030669050,47594017,9613991434,"Sep 08, 2022","Feb 27, 2025",GSM6566443: VS19; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566443,S19_S2_L001_R1_001.fastq.gz,,,2800187273,2670.47,,,197321b0ba6d440f8447172cc7d3cf42
SRR21492362,SRS15047704,SRX17495757,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566443: VS19; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732327,47594017,4030669050,47594017,9613991434,"Sep 08, 2022","Feb 27, 2025",GSM6566443: VS19; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566443,S19_S2_L001_R2_001.fastq.gz,,,3371666802,3215.47,,,111f21122bbb23c275dceebe46b2fc0b
SRR21492362,SRS15047704,SRX17495757,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566443: VS19; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732327,47594017,4030669050,47594017,9613991434,"Sep 08, 2022","Feb 27, 2025",GSM6566443: VS19; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566443,SRR21492362,,,4030671571,3843.95,,,6a52d2387afc5ba44129520af9996bd4
SRR21492362,SRS15047704,SRX17495757,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566443: VS19; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732327,47594017,4030669050,47594017,9613991434,"Sep 08, 2022","Feb 27, 2025",GSM6566443: VS19; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566443,SRR21492362.lite,,,2459272559,2345.35,,,59da813d8bb8951018f1d9f1b244904a
SRR21492363,SRS15047703,SRX17495756,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566441: VS18; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732328,45252462,3708422175,45252462,9140997324,"Sep 08, 2022","Feb 27, 2025",GSM6566441: VS18; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566441,S18_S9_L002_R1_001.fastq.gz,,,2642567040,2520.15,,,61dcaa8a3dd8e8951de3a3809f8044dc
SRR21492363,SRS15047703,SRX17495756,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566441: VS18; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732328,45252462,3708422175,45252462,9140997324,"Sep 08, 2022","Feb 27, 2025",GSM6566441: VS18; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566441,S18_S9_L002_R2_001.fastq.gz,,,3055942932,2914.37,,,8815387a341b3b688231e2ab90ff254f
SRR21492363,SRS15047703,SRX17495756,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566441: VS18; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732328,45252462,3708422175,45252462,9140997324,"Sep 08, 2022","Feb 27, 2025",GSM6566441: VS18; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566441,SRR21492363,,,3708424694,3536.63,,,efe439176d88bf36b1b51c8a49f93ebb
SRR21492363,SRS15047703,SRX17495756,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566441: VS18; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732328,45252462,3708422175,45252462,9140997324,"Sep 08, 2022","Feb 27, 2025",GSM6566441: VS18; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566441,SRR21492363.lite,,,2334732714,2226.57,,,ce5b6842edc0c20109997c7d3c95c5e2
SRR21492364,SRS15047702,SRX17495755,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566440: VS17; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732329,44950693,3771031597,44950693,9080039986,"Sep 08, 2022","Feb 27, 2025",GSM6566440: VS17; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566440,S17_cleanup_S5_L001_R1_001.fastq.gz,,,2642065259,2519.67,,,8c120635a33b2c8d203e3b1f06608468
SRR21492364,SRS15047702,SRX17495755,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566440: VS17; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732329,44950693,3771031597,44950693,9080039986,"Sep 08, 2022","Feb 27, 2025",GSM6566440: VS17; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566440,S17_cleanup_S5_L001_R2_001.fastq.gz,,,3136746591,2991.43,,,8329d4545fe6360d9759fbe2d0065260
